CellID,CellStage,class,CellProtocol
x1_S3c_b1.bcBZRZ,3.0,repl,x1
x1_S3c_b1.bcAOKG,3.0,repl,x1
x1_S3c_b1.bcAQFV,3.0,repl,x1
x1_S3c_b1.bcGUXT,3.0,repl,x1
x1_S3c_b1.bcHYKK,3.0,repl,x1
x1_S3c_b1.bcESYL,3.0,repl,x1
x1_S3c_b1.bcHSFU,3.0,repl,x1
x1_S3c_b1.bcCING,3.0,repl,x1
x1_S3c_b1.bcGEEU,3.0,repl,x1
x1_S3c_b1.bcAWNG,3.0,repl,x1
x1_S3c_b1.bcDGQE,3.0,repl,x1
x1_S3c_b1.bcHJLB,3.0,repl,x1
x1_S3c_b1.bcDLMJ,3.0,repl,x1
x1_S3c_b1.bcCAHI,3.0,repl,x1
x1_S3c_b1.bcFVAY,3.0,repl,x1
x1_S3c_b1.bcGNJB,3.0,repl,x1
x1_S3c_b1.bcFLZK,3.0,repl,x1
x1_S3c_b1.bcDXLM,3.0,repl,x1
x1_S3c_b1.bcEZLE,3.0,repl,x1
x1_S3c_b1.bcFTYM,3.0,repl,x1
x1_S3c_b1.bcBCAK,3.0,repl,x1
x1_S3c_b1.bcBHOO,3.0,repl,x1
x1_S3c_b1.bcFYRA,3.0,repl,x1
x1_S3c_b1.bcBSYB,3.0,repl,x1
x1_S3c_b1.bcBFTX,3.0,repl,x1
x1_S3c_b1.bcBGHX,3.0,repl,x1
x1_S3c_b1.bcDJVK,3.0,repl,x1
x1_S3c_b1.bcBMEJ,3.0,repl,x1
x1_S3c_b1.bcAXNM,3.0,repl,x1
x1_S3c_b1.bcCPTR,3.0,repl,x1
x1_S3c_b1.bcDSQZ,3.0,repl,x1
x1_S3c_b1.bcCPKJ,3.0,repl,x1
x1_S3c_b1.bcESAS,3.0,repl,x1
x1_S3c_b1.bcGVVD,3.0,repl,x1
x1_S3c_b1.bcHNHD,3.0,repl,x1
x1_S3c_b1.bcFEZL,3.0,repl,x1
x1_S3c_b1.bcEVVC,3.0,repl,x1
x1_S3c_b1.bcDSCW,3.0,repl,x1
x1_S3c_b1.bcBMFS,3.0,repl,x1
x1_S3c_b1.bcHBIZ,3.0,repl,x1
x1_S3c_b1.bcHVPP,3.0,repl,x1
x1_S3c_b1.bcIJKM,3.0,repl,x1
x1_S3c_b1.bcCGKJ,3.0,repl,x1
x1_S3c_b1.bcFUNC,3.0,repl,x1
x1_S3c_b1.bcGLKX,3.0,repl,x1
x1_S3c_b1.bcBTQL,3.0,repl,x1
x1_S3c_b1.bcGPDS,3.0,repl,x1
x1_S3c_b1.bcELLF,3.0,repl,x1
x1_S3c_b1.bcIIUJ,3.0,repl,x1
x1_S3c_b1.bcGKFZ,3.0,repl,x1
x1_S3c_b1.bcHDJP,3.0,repl,x1
x1_S3c_b1.bcDURZ,3.0,repl,x1
x1_S3c_b1.bcCLII,3.0,repl,x1
x1_S3c_b1.bcELND,3.0,repl,x1
x1_S3c_b1.bcELRY,3.0,repl,x1
x1_S3c_b1.bcHMWO,3.0,repl,x1
x1_S3c_b1.bcAHEP,3.0,repl,x1
x1_S3c_b1.bcDAEL,3.0,repl,x1
x1_S3c_b1.bcBUDU,3.0,repl,x1
x1_S3c_b1.bcCPXH,3.0,repl,x1
x1_S3c_b1.bcGSXP,3.0,repl,x1
x1_S4c_b1.bcHFZP,4.0,nkx61,x1
x1_S4c_b1.bcBWCQ,4.0,nkx61,x1
x1_S4c_b1.bcFTUJ,4.0,nkx61,x1
x1_S4c_b1.bcIARU,4.0,ph,x1
x1_S4c_b1.bcFLJQ,4.0,ph,x1
x1_S4c_b1.bcDSID,4.0,nkx61,x1
x1_S4c_b1.bcAABF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHTBG,4.0,nkx61,x1
x1_S4c_b1.bcFXOR,4.0,ph,x1
x1_S4c_b1.bcEVLY,4.0,ph,x1
x1_S4c_b1.bcDKCJ,4.0,nkx61,x1
x1_S4c_b1.bcCFCR,4.0,nkx61,x1
x1_S4c_b1.bcIICO,4.0,nkx61,x1
x1_S4c_b1.bcCXDS,4.0,ph,x1
x1_S4c_b1.bcCNTN,4.0,nkx61,x1
x1_S4c_b1.bcGZIM,4.0,nkx61,x1
x1_S4c_b1.bcFJID,4.0,ph,x1
x1_S4c_b1.bcDIMX,4.0,nkx61,x1
x1_S4c_b1.bcGJDT,4.0,nkx61,x1
x1_S4c_b1.bcHQPV,4.0,nkx61,x1
x1_S4c_b1.bcBICW,4.0,nkx61,x1
x1_S4c_b1.bcECFX,4.0,nkx61,x1
x1_S4c_b1.bcBYZW,4.0,nkx61,x1
x1_S4c_b1.bcGWCS,4.0,nkx61,x1
x1_S4c_b1.bcHSYZ,4.0,ph,x1
x1_S4c_b1.bcEZPI,4.0,nkx61,x1
x1_S4c_b1.bcAMDG,4.0,ph,x1
x1_S4c_b1.bcIIMQ,4.0,ph,x1
x1_S4c_b1.bcBGTH,4.0,nkx61,x1
x1_S4c_b1.bcBWMC,4.0,nkx61,x1
x1_S4c_b1.bcHDPP,4.0,nkx61,x1
x1_S4c_b1.bcHJPV,4.0,nkx61,x1
x1_S4c_b1.bcDYMD,4.0,nkx61,x1
x1_S4c_b1.bcFCXN,4.0,nkx61,x1
x1_S4c_b1.bcDLIF,4.0,ph,x1
x1_S4c_b1.bcGLWP,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCOQZ,4.0,nkx61,x1
x1_S4c_b1.bcDCNJ,4.0,ph,x1
x1_S4c_b1.bcGRHJ,4.0,ph,x1
x1_S4c_b1.bcDJAK,4.0,nkx61,x1
x1_S4c_b1.bcFPXB,4.0,nkx61,x1
x1_S4c_b1.bcFADL,4.0,ph,x1
x1_S4c_b1.bcDUQU,4.0,nkx61,x1
x1_S4c_b1.bcAHFG,4.0,nkx61,x1
x1_S4c_b1.bcIJLH,4.0,nkx61,x1
x1_S4c_b1.bcCQKW,4.0,ph,x1
x1_S4c_b1.bcDTBA,4.0,nkx61,x1
x1_S4c_b1.bcHICX,4.0,nkx61,x1
x1_S4c_b1.bcGQYJ,4.0,nkx61,x1
x1_S4c_b1.bcHBEP,4.0,nkx61,x1
x1_S4c_b1.bcDJAH,4.0,ph,x1
x1_S4c_b1.bcAJHX,4.0,nkx61,x1
x1_S4c_b1.bcCRAH,4.0,nkx61,x1
x1_S4c_b1.bcEDSX,4.0,nkx61,x1
x1_S4c_b1.bcGNVZ,4.0,nkx61,x1
x1_S4c_b1.bcIGPH,4.0,nkx61,x1
x1_S4c_b1.bcBLJW,4.0,neurog3,x1
x1_S4c_b1.bcFLNI,4.0,nkx61,x1
x1_S4c_b1.bcEMMG,4.0,nkx61,x1
x1_S4c_b1.bcBXHN,4.0,nkx61,x1
x1_S4c_b1.bcAUAB,4.0,nkx61,x1
x1_S4c_b1.bcAUOD,4.0,nkx61,x1
x1_S4c_b1.bcDWJF,4.0,nkx61,x1
x1_S4c_b1.bcHWGL,4.0,nkx61,x1
x1_S4c_b1.bcBWST,4.0,neurog3,x1
x1_S4c_b1.bcIEVJ,4.0,nkx61,x1
x1_S4c_b1.bcGKQB,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHBOC,4.0,neurog3,x1
x1_S4c_b1.bcIHFL,4.0,nkx61,x1
x1_S4c_b1.bcIIWP,4.0,ph,x1
x1_S4c_b1.bcBFAJ,4.0,nkx61,x1
x1_S4c_b1.bcCOGR,4.0,ph,x1
x1_S4c_b1.bcHCZU,4.0,nkx61,x1
x1_S4c_b1.bcERFY,4.0,neurog3,x1
x1_S4c_b1.bcFSNO,4.0,nkx61,x1
x1_S4c_b1.bcCJHY,4.0,nkx61,x1
x1_S4c_b1.bcGZWU,4.0,nkx61,x1
x1_S4c_b1.bcCFYI,4.0,nkx61,x1
x1_S4c_b1.bcHLWP,4.0,ph,x1
x1_S4c_b1.bcGKFS,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBPHS,4.0,ph,x1
x1_S4c_b1.bcDWAS,4.0,nkx61,x1
x1_S4c_b1.bcHOXF,4.0,nkx61,x1
x1_S4c_b1.bcDOIL,4.0,nkx61,x1
x1_S4c_b1.bcCESG,4.0,neurog3,x1
x1_S4c_b1.bcGCLJ,4.0,nkx61,x1
x1_S4c_b1.bcHFGY,4.0,nkx61,x1
x1_S4c_b1.bcFSXL,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCTCN,4.0,nkx61,x1
x1_S4c_b1.bcGBHS,4.0,nkx61,x1
x1_S4c_b1.bcDXIG,4.0,nkx61,x1
x1_S4c_b1.bcEJGO,4.0,ph,x1
x1_S4c_b1.bcCAGN,4.0,nkx61,x1
x1_S4c_b1.bcDQSL,4.0,ph,x1
x1_S4c_b1.bcFIMW,4.0,nkx61,x1
x1_S4c_b1.bcGROR,4.0,nkx61,x1
x1_S4c_b1.bcCRMA,4.0,nkx61,x1
x1_S4c_b1.bcEVCI,4.0,nkx61,x1
x1_S4c_b1.bcDBPW,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcAYEG,4.0,ph,x1
x1_S4c_b1.bcELFV,4.0,nkx61,x1
x1_S4c_b1.bcBQTL,4.0,ph,x1
x1_S4c_b1.bcGXMI,4.0,nkx61,x1
x1_S4c_b1.bcIEFB,4.0,ph,x1
x1_S4c_b1.bcGXET,4.0,neurog3,x1
x1_S4c_b1.bcHYUQ,4.0,neurog3,x1
x1_S4c_b1.bcBNEV,4.0,ph,x1
x1_S4c_b1.bcHJZT,4.0,nkx61,x1
x1_S4c_b1.bcGESP,4.0,nkx61,x1
x1_S4c_b1.bcAPRH,4.0,ph,x1
x1_S4c_b1.bcGFYN,4.0,nkx61,x1
x1_S4c_b1.bcHKXK,4.0,neurog3,x1
x1_S4c_b1.bcHLXW,4.0,nkx61,x1
x1_S4c_b1.bcEGVI,4.0,nkx61,x1
x1_S4c_b1.bcHKGK,4.0,nkx61,x1
x1_S4c_b1.bcASXO,4.0,ph,x1
x1_S4c_b1.bcGFMJ,4.0,nkx61,x1
x1_S4c_b1.bcHYDR,4.0,nkx61,x1
x1_S4c_b1.bcADUU,4.0,nkx61,x1
x1_S4c_b1.bcEBFB,4.0,nkx61,x1
x1_S4c_b1.bcBAOP,4.0,nkx61,x1
x1_S4c_b1.bcBAKG,4.0,nkx61,x1
x1_S4c_b1.bcAHCV,4.0,nkx61,x1
x1_S4c_b1.bcEGAR,4.0,nkx61,x1
x1_S4c_b1.bcBYXD,4.0,nkx61,x1
x1_S4c_b1.bcBCQY,4.0,nkx61,x1
x1_S4c_b1.bcCNFR,4.0,neurog3,x1
x1_S4c_b1.bcGFXO,4.0,ph,x1
x1_S4c_b1.bcFSFA,4.0,neurog3,x1
x1_S4c_b1.bcCSBN,4.0,ph,x1
x1_S4c_b1.bcEYDP,4.0,nkx61,x1
x1_S4c_b1.bcHHSU,4.0,nkx61,x1
x1_S4c_b1.bcGPNL,4.0,nkx61,x1
x1_S4c_b1.bcBYOI,4.0,neurog3,x1
x1_S4c_b1.bcAFEX,4.0,nkx61,x1
x1_S4c_b1.bcFDYU,4.0,nkx61,x1
x1_S4c_b1.bcHMCS,4.0,nkx61,x1
x1_S4c_b1.bcCLJK,4.0,nkx61,x1
x1_S4c_b1.bcEBQO,4.0,nkx61,x1
x1_S4c_b1.bcBBGC,4.0,nkx61,x1
x1_S4c_b1.bcEPVF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGIMU,4.0,nkx61,x1
x1_S4c_b1.bcGVDC,4.0,nkx61,x1
x1_S4c_b1.bcIABP,4.0,ph,x1
x1_S4c_b1.bcCBCV,4.0,nkx61,x1
x1_S4c_b1.bcAKTO,4.0,ph,x1
x1_S4c_b1.bcHGKN,4.0,neurog3,x1
x1_S4c_b1.bcIJMO,4.0,nkx61,x1
x1_S4c_b1.bcHXPV,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBIBK,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHBMZ,4.0,nkx61,x1
x1_S4c_b1.bcCUBE,4.0,nkx61,x1
x1_S4c_b1.bcFQJV,4.0,nkx61,x1
x1_S4c_b1.bcFVZV,4.0,nkx61,x1
x1_S4c_b1.bcHHJB,4.0,nkx61,x1
x1_S4c_b1.bcIAUL,4.0,nkx61,x1
x1_S4c_b1.bcDNKJ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEJCA,4.0,ph,x1
x1_S4c_b1.bcEVZE,4.0,nkx61,x1
x1_S4c_b1.bcGZWT,4.0,neurog3,x1
x1_S4c_b1.bcFBQF,4.0,nkx61,x1
x1_S4c_b1.bcAENX,4.0,nkx61,x1
x1_S4c_b1.bcFXIP,4.0,nkx61,x1
x1_S4c_b1.bcDHPG,4.0,ph,x1
x1_S4c_b1.bcGQVV,4.0,nkx61,x1
x1_S4c_b1.bcIJVO,4.0,nkx61,x1
x1_S4c_b1.bcESKY,4.0,nkx61,x1
x1_S4c_b1.bcBHXB,4.0,nkx61,x1
x1_S4c_b1.bcFWDW,4.0,neurog3,x1
x1_S4c_b1.bcAEKG,4.0,nkx61,x1
x1_S4c_b1.bcCIFZ,4.0,ph,x1
x1_S4c_b1.bcHBGH,4.0,nkx61,x1
x1_S4c_b1.bcHNQN,4.0,ph,x1
x1_S4c_b1.bcFTEO,4.0,nkx61,x1
x1_S4c_b1.bcEEIE,4.0,nkx61,x1
x1_S4c_b1.bcEILN,4.0,ph,x1
x1_S4c_b1.bcHCQL,4.0,ph,x1
x1_S4c_b1.bcAXSP,4.0,nkx61,x1
x1_S4c_b1.bcAIBD,4.0,nkx61,x1
x1_S4c_b1.bcGEZG,4.0,neurog3,x1
x1_S4c_b1.bcFJIQ,4.0,nkx61,x1
x1_S4c_b1.bcAHQK,4.0,nkx61,x1
x1_S4c_b1.bcAHRJ,4.0,nkx61,x1
x1_S4c_b1.bcEIVR,4.0,nkx61,x1
x1_S4c_b1.bcDHNN,4.0,nkx61,x1
x1_S4c_b1.bcIFPC,4.0,nkx61,x1
x1_S4c_b1.bcECYX,4.0,nkx61,x1
x1_S4c_b1.bcEPBB,4.0,nkx61,x1
x1_S4c_b1.bcBFBR,4.0,nkx61,x1
x1_S4c_b1.bcBKJP,4.0,nkx61,x1
x1_S4c_b1.bcGVEV,4.0,ph,x1
x1_S4c_b1.bcBYQB,4.0,nkx61,x1
x1_S4c_b1.bcCIDC,4.0,nkx61,x1
x1_S4c_b1.bcDNAJ,4.0,nkx61,x1
x1_S4c_b1.bcBRYG,4.0,nkx61,x1
x1_S4c_b1.bcBJAE,4.0,ph,x1
x1_S4c_b1.bcBERJ,4.0,nkx61,x1
x1_S4c_b1.bcGHPI,4.0,nkx61,x1
x1_S4c_b1.bcFOBO,4.0,ph,x1
x1_S4c_b1.bcBVAV,4.0,nkx61,x1
x1_S4c_b1.bcENGK,4.0,nkx61,x1
x1_S4c_b1.bcAQEB,4.0,nkx61,x1
x1_S4c_b1.bcEZAC,4.0,nkx61,x1
x1_S4c_b1.bcEQOV,4.0,ph,x1
x1_S4c_b1.bcDVCF,4.0,neurog3,x1
x1_S4c_b1.bcHALB,4.0,nkx61,x1
x1_S4c_b1.bcCXIX,4.0,ph,x1
x1_S4c_b1.bcCTPC,4.0,ph,x1
x1_S4c_b1.bcCVMO,4.0,nkx61,x1
x1_S4c_b1.bcEKKB,4.0,neurog3,x1
x1_S4c_b1.bcGHOM,4.0,nkx61,x1
x1_S4c_b1.bcCCHL,4.0,nkx61,x1
x1_S4c_b1.bcEKTF,4.0,nkx61,x1
x1_S4c_b1.bcECCA,4.0,ph,x1
x1_S4c_b1.bcDPKZ,4.0,nkx61,x1
x1_S4c_b1.bcBEHW,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCSFF,4.0,ph,x1
x1_S4c_b1.bcCKTY,4.0,ph,x1
x1_S4c_b1.bcDHGR,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEATD,4.0,nkx61,x1
x1_S4c_b1.bcCTOQ,4.0,nkx61,x1
x1_S4c_b1.bcAWGC,4.0,nkx61,x1
x1_S4c_b1.bcERLQ,4.0,neurog3,x1
x1_S4c_b1.bcGILX,4.0,nkx61,x1
x1_S4c_b1.bcDJLV,4.0,ph,x1
x1_S4c_b1.bcHESO,4.0,ph,x1
x1_S4c_b1.bcBXXL,4.0,nkx61,x1
x1_S4c_b1.bcFFBY,4.0,nkx61,x1
x1_S4c_b1.bcCHNM,4.0,nkx61,x1
x1_S4c_b1.bcBXVG,4.0,nkx61,x1
x1_S4c_b1.bcFKNQ,4.0,nkx61,x1
x1_S4c_b1.bcDLFS,4.0,neurog3,x1
x1_S4c_b1.bcDCXN,4.0,nkx61,x1
x1_S4c_b1.bcBQMN,4.0,nkx61,x1
x1_S4c_b1.bcCTFC,4.0,nkx61,x1
x1_S4c_b1.bcHUDY,4.0,nkx61,x1
x1_S4c_b1.bcEBMF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEPLX,4.0,nkx61,x1
x1_S4c_b1.bcHHGP,4.0,nkx61,x1
x1_S4c_b1.bcBUCF,4.0,neurog3,x1
x1_S4c_b1.bcHUOK,4.0,ph,x1
x1_S4c_b1.bcHKWM,4.0,nkx61,x1
x1_S4c_b1.bcBSQN,4.0,neurog3,x1
x1_S4c_b1.bcCPGY,4.0,ph,x1
x1_S4c_b1.bcBMCH,4.0,nkx61,x1
x1_S4c_b1.bcHOND,4.0,nkx61,x1
x1_S4c_b1.bcFMRQ,4.0,nkx61,x1
x1_S4c_b1.bcCXDH,4.0,neurog3,x1
x1_S4c_b1.bcGIRY,4.0,nkx61,x1
x1_S4c_b1.bcDUIE,4.0,nkx61,x1
x1_S4c_b1.bcGCZA,4.0,nkx61,x1
x1_S4c_b1.bcDMCV,4.0,nkx61,x1
x1_S4c_b1.bcDEZI,4.0,nkx61,x1
x1_S4c_b1.bcDNYY,4.0,nkx61,x1
x1_S4c_b1.bcCRIQ,4.0,ph,x1
x1_S4c_b1.bcIHQW,4.0,ph,x1
x1_S4c_b1.bcCEOD,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBVPR,4.0,ph,x1
x1_S4c_b1.bcFSKY,4.0,nkx61,x1
x1_S4c_b1.bcHBHC,4.0,nkx61,x1
x1_S4c_b1.bcHHGG,4.0,nkx61,x1
x1_S4c_b1.bcGDAL,4.0,nkx61,x1
x1_S4c_b1.bcDHZU,4.0,nkx61,x1
x1_S4c_b1.bcBZHG,4.0,nkx61,x1
x1_S4c_b1.bcHEFQ,4.0,ph,x1
x1_S4c_b1.bcGAKB,4.0,ph,x1
x1_S4c_b1.bcDYHX,4.0,nkx61,x1
x1_S4c_b1.bcBYYG,4.0,nkx61,x1
x1_S4c_b1.bcBTCW,4.0,nkx61,x1
x1_S4c_b1.bcGCRH,4.0,ph,x1
x1_S4c_b1.bcGLIW,4.0,ph,x1
x1_S4c_b1.bcHGYL,4.0,nkx61,x1
x1_S4c_b1.bcDKAO,4.0,nkx61,x1
x1_S4c_b1.bcECWK,4.0,nkx61,x1
x1_S4c_b1.bcCMSO,4.0,ph,x1
x1_S4c_b1.bcEOES,4.0,ph,x1
x1_S4c_b1.bcHCTZ,4.0,neurog3,x1
x1_S4c_b1.bcDVTS,4.0,nkx61,x1
x1_S4c_b1.bcCPAM,4.0,nkx61,x1
x1_S4c_b1.bcEJZH,4.0,ph,x1
x1_S4c_b1.bcHMFQ,4.0,nkx61,x1
x1_S4c_b1.bcCUFV,4.0,ph,x1
x1_S4c_b1.bcBMCU,4.0,nkx61,x1
x1_S4c_b1.bcHJJM,4.0,ph,x1
x1_S4c_b1.bcCSFD,4.0,nkx61,x1
x1_S4c_b1.bcCRRT,4.0,ph,x1
x1_S4c_b1.bcIGQZ,4.0,ph,x1
x1_S4c_b1.bcBHNK,4.0,nkx61,x1
x1_S4c_b1.bcDMVL,4.0,nkx61,x1
x1_S4c_b1.bcDEOA,4.0,nkx61,x1
x1_S4c_b1.bcGEJW,4.0,nkx61,x1
x1_S4c_b1.bcALTQ,4.0,nkx61,x1
x1_S4c_b1.bcDETE,4.0,nkx61,x1
x1_S4c_b1.bcDLEK,4.0,nkx61,x1
x1_S4c_b1.bcBYSG,4.0,sst_hhex,x1
x1_S4c_b1.bcDSJC,4.0,nkx61,x1
x1_S4c_b1.bcFLEG,4.0,nkx61,x1
x1_S4c_b1.bcDFAM,4.0,nkx61,x1
x1_S4c_b1.bcHZSJ,4.0,neurog3,x1
x1_S4c_b1.bcCYYZ,4.0,nkx61,x1
x1_S4c_b1.bcBWBX,4.0,nkx61,x1
x1_S4c_b1.bcDCOK,4.0,nkx61,x1
x1_S4c_b1.bcGKBW,4.0,ph,x1
x1_S4c_b1.bcHGDE,4.0,ph,x1
x1_S4c_b1.bcHYYN,4.0,neurog3,x1
x1_S4c_b1.bcFVGW,4.0,nkx61,x1
x1_S4c_b1.bcBJTB,4.0,ph,x1
x1_S4c_b1.bcHBET,4.0,ph,x1
x1_S4c_b1.bcHIVQ,4.0,nkx61,x1
x1_S4c_b1.bcAHDD,4.0,nkx61,x1
x1_S4c_b1.bcEFOH,4.0,nkx61,x1
x1_S4c_b1.bcFWYU,4.0,nkx61,x1
x1_S4c_b1.bcEXHP,4.0,neurog3,x1
x1_S4c_b1.bcAYMM,4.0,nkx61,x1
x1_S4c_b1.bcDMYT,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFLOV,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGHCL,4.0,nkx61,x1
x1_S4c_b1.bcDMPD,4.0,nkx61,x1
x1_S4c_b1.bcHRHH,4.0,nkx61,x1
x1_S4c_b1.bcFLTF,4.0,nkx61,x1
x1_S4c_b1.bcGNLT,4.0,nkx61,x1
x1_S4c_b1.bcGRWU,4.0,nkx61,x1
x1_S4c_b1.bcGUOQ,4.0,nkx61,x1
x1_S4c_b1.bcDXSZ,4.0,nkx61,x1
x1_S4c_b1.bcBFUG,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcICGN,4.0,nkx61,x1
x1_S4c_b1.bcHPCX,4.0,ph,x1
x1_S4c_b1.bcDRVX,4.0,nkx61,x1
x1_S4c_b1.bcGECB,4.0,ph,x1
x1_S4c_b1.bcFZKE,4.0,nkx61,x1
x1_S4c_b1.bcHBGX,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHFPR,4.0,nkx61,x1
x1_S4c_b1.bcBTHV,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHFHL,4.0,nkx61,x1
x1_S4c_b1.bcCEYF,4.0,nkx61,x1
x1_S4c_b1.bcFXHA,4.0,nkx61,x1
x1_S4c_b1.bcGOZZ,4.0,neurog3,x1
x1_S4c_b1.bcGYUX,4.0,ph,x1
x1_S4c_b1.bcFYDG,4.0,nkx61,x1
x1_S4c_b1.bcHDVB,4.0,nkx61,x1
x1_S4c_b1.bcHZSY,4.0,ph,x1
x1_S4c_b1.bcBPOU,4.0,ph,x1
x1_S4c_b1.bcDMNL,4.0,nkx61,x1
x1_S4c_b1.bcBCWE,4.0,nkx61,x1
x1_S4c_b1.bcDESA,4.0,nkx61,x1
x1_S4c_b1.bcFMMY,4.0,nkx61,x1
x1_S4c_b1.bcBCHV,4.0,nkx61,x1
x1_S4c_b1.bcBNWE,4.0,nkx61,x1
x1_S4c_b1.bcBLIX,4.0,nkx61,x1
x1_S4c_b1.bcHTVT,4.0,neurog3,x1
x1_S4c_b1.bcHQNS,4.0,nkx61,x1
x1_S4c_b1.bcIJUQ,4.0,nkx61,x1
x1_S4c_b1.bcBXJQ,4.0,nkx61,x1
x1_S4c_b1.bcHWDS,4.0,nkx61,x1
x1_S4c_b1.bcAPHL,4.0,nkx61,x1
x1_S4c_b1.bcHNTG,4.0,nkx61,x1
x1_S4c_b1.bcBEML,4.0,ph,x1
x1_S4c_b1.bcFQMF,4.0,nkx61,x1
x1_S4c_b1.bcDTQS,4.0,neurog3,x1
x1_S4c_b1.bcFTTO,4.0,nkx61,x1
x1_S4c_b1.bcIJEZ,4.0,nkx61,x1
x1_S4c_b1.bcBOQL,4.0,nkx61,x1
x1_S4c_b1.bcHIGC,4.0,nkx61,x1
x1_S4c_b1.bcCGUU,4.0,ph,x1
x1_S4c_b1.bcHFAB,4.0,neurog3,x1
x1_S4c_b1.bcDVUH,4.0,nkx61,x1
x1_S4c_b1.bcGGDM,4.0,nkx61,x1
x1_S4c_b1.bcHDMI,4.0,ph,x1
x1_S4c_b1.bcBEYN,4.0,nkx61,x1
x1_S4c_b1.bcCNDN,4.0,nkx61,x1
x1_S4c_b1.bcEQJH,4.0,nkx61,x1
x1_S4c_b1.bcDENP,4.0,nkx61,x1
x1_S4c_b1.bcHSZA,4.0,nkx61,x1
x1_S4c_b1.bcHHVL,4.0,nkx61,x1
x1_S4c_b1.bcAJTY,4.0,nkx61,x1
x1_S4c_b1.bcESKU,4.0,nkx61,x1
x1_S4c_b1.bcDFSW,4.0,neurog3,x1
x1_S4c_b1.bcDYYP,4.0,ph,x1
x1_S4c_b1.bcEJKQ,4.0,nkx61,x1
x1_S4c_b1.bcGTII,4.0,ph,x1
x1_S4c_b1.bcCVYC,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFDNU,4.0,neurog3,x1
x1_S4c_b1.bcEFQQ,4.0,nkx61,x1
x1_S4c_b1.bcDWUL,4.0,nkx61,x1
x1_S4c_b1.bcHIUS,4.0,nkx61,x1
x1_S4c_b1.bcGNFJ,4.0,nkx61,x1
x1_S4c_b1.bcGNJN,4.0,nkx61,x1
x1_S4c_b1.bcABMA,4.0,nkx61,x1
x1_S4c_b1.bcDFNR,4.0,nkx61,x1
x1_S4c_b1.bcANKX,4.0,nkx61,x1
x1_S4c_b1.bcHUPR,4.0,ph,x1
x1_S4c_b1.bcALGG,4.0,nkx61,x1
x1_S4c_b1.bcDFVF,4.0,neurog3,x1
x1_S4c_b1.bcHQNB,4.0,nkx61,x1
x1_S4c_b1.bcCRPU,4.0,nkx61,x1
x1_S4c_b1.bcFMQP,4.0,nkx61,x1
x1_S4c_b1.bcEUHN,4.0,nkx61,x1
x1_S4c_b1.bcHPEV,4.0,nkx61,x1
x1_S4c_b1.bcGGIJ,4.0,nkx61,x1
x1_S4c_b1.bcCRPO,4.0,nkx61,x1
x1_S4c_b1.bcEOMU,4.0,nkx61,x1
x1_S4c_b1.bcALEV,4.0,nkx61,x1
x1_S4c_b1.bcBXHM,4.0,ph,x1
x1_S4c_b1.bcCWMS,4.0,ph,x1
x1_S4c_b1.bcHGKX,4.0,nkx61,x1
x1_S4c_b1.bcGWED,4.0,nkx61,x1
x1_S4c_b1.bcEYMY,4.0,nkx61,x1
x1_S4c_b1.bcFQXM,4.0,nkx61,x1
x1_S4c_b1.bcGLCA,4.0,nkx61,x1
x1_S4c_b1.bcFCMM,4.0,nkx61,x1
x1_S4c_b1.bcHNTT,4.0,nkx61,x1
x1_S4c_b1.bcEOTT,4.0,neurog3,x1
x1_S4c_b1.bcHFZC,4.0,nkx61,x1
x1_S4c_b1.bcDDYF,4.0,ph,x1
x1_S4c_b1.bcEWQQ,4.0,ph,x1
x1_S4c_b1.bcFAGA,4.0,neurog3,x1
x1_S4c_b1.bcCTAW,4.0,nkx61,x1
x1_S4c_b1.bcHBBN,4.0,nkx61,x1
x1_S4c_b1.bcGJDC,4.0,nkx61,x1
x1_S4c_b1.bcAGYI,4.0,nkx61,x1
x1_S4c_b1.bcFGHJ,4.0,nkx61,x1
x1_S4c_b1.bcCYUC,4.0,nkx61,x1
x1_S4c_b1.bcHXHL,4.0,nkx61,x1
x1_S4c_b1.bcAUIS,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcAJBE,4.0,ph,x1
x1_S4c_b1.bcGPVR,4.0,neurog3,x1
